"Text" "Text_ID" "TMThermostemsearchedterm" "Lemma" "Lemma_Perc" "KWIC" "Total_Lemma" "Date" "Category" "Short_KWIC" "POS_KWIC" "Current_Date" "TMThermostemsearchedtermID" "Chapter" "Setting"
"81" "Wells_1895_The-Time-Machine_06" "6" "glow" "169" "7.69931662870159" "vi the sunset of mankind a queer thing i soon discovered about my little hosts and that was their lack of interest they would come to me with eager cries of astonishment like children but like children they would soon stop examining me and wander away after some other toy the dinner and my conversational beginnings ended i noted for the first time that almost all those who had surrounded me at first were gone it is odd too how speedily i came to disregard these little people i went out through the portal into the sunlit world again as soon as my hunger was satisfied i was continually meeting more of these men of the future who would follow me a little distance chatter and laugh about me and having smiled and gesticulated in a friendly way leave me again to my own devices the calm of evening was upon the world as i emerged from the great hall and the scene was lit by the warm glow of the setting sun at first things were very confusing everything was so entirely different from the world i had knowneven the flowers the big building i had left was situated on the slope of a broad river valley but the thames had shifted perhaps a mile from its present position i resolved to mount to the summit of a crest perhaps a mile and a half away from which i could get a wider view of this our planet in the year eight hundred and two thousand seven hundred and one a.d for that i should explain was the date the little dials of my machine recorded as i walked i was watching for every impression that could possibly help to explain the condition of ruinous splendour in which i found the worldfor ruinous it was a little way up the hill for instance was a great heap of granite bound together by masses of aluminium a vast labyrinth of precipitous walls and crumpled heaps amidst which were thick heaps of very beautiful pagoda like plantsnettles possiblybut wonderfully tinted with brown about the leaves and incapable of stinging it was evidently the derelict remains of some vast structure to what end built i could not determine it was here that i was destined at a later date to have a very strange experiencethe first intimation of a still stranger discoverybut of that i will speak in its proper place looking round with a sudden thought from a terrace on" "2195" "1895" "Light-Rhetoric" "by the warm glow of the setting" "great hall and the scene was lit by the warm glow of the setting sun at first things were very confusing" "2018-01-22" "26" "06" "802701"
"82" "Wells_1895_The-Time-Machine_06" "6" "dark" "2130" "97.0387243735763" "a civilised man and in a state of physical balance and security power intellectual as well as physical would be out of place for countless years i judged there had been no danger of war or solitary violence no danger from wild beasts no wasting disease to require strength of constitution no need of toil for such a life what we should call the weak are as well equipped as the strong are indeed no longer weak better equipped indeed they are for the strong would be fretted by an energy for which there was no outlet no doubt the exquisite beauty of the buildings i saw was the outcome of the last surgings of the now purposeless energy of mankind before it settled down into perfect harmony with the conditions under which it livedthe flourish of that triumph which began the last great peace this has ever been the fate of energy in security it takes to art and to eroticism and then come languor and decay even this artistic impetus would at last die awayhad almost died in the time i saw to adorn themselves with flowers to dance to sing in the sunlight so much was left of the artistic spirit and no more even that would fade in the end into a contented inactivity we are kept keen on the grindstone of pain and necessity and it seemed to me that here was that hateful grindstone broken at last as i stood there in the gathering dark i thought that in this simple explanation i had mastered the problem of the worldmastered the whole secret of these delicious people possibly the checks they had devised for the increase of population had succeeded too well and their numbers had rather diminished than kept stationary that would account for the abandoned ruins very simple was my explanation and plausible enoughas most wrong theories are NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA" "2195" "1895" "Dark-Rhetoric" "in the gathering dark i thought that" "broken at last as i stood there in the gathering dark i thought that in this simple explanation i had mastered" "2018-01-22" "46" "06" "802701"
"83" "Wells_1895_The-Time-Machine_07" "7" "hot" "1891" "80.9850107066381" "this they behaved very oddly i dont know how to convey their expression to you suppose you were to use a grossly improper gesture to a delicate minded womanit is how she would look they went off as if they had received the last possible insult i tried a sweet looking little chap in white next with exactly the same result somehow his manner made me feel ashamed of myself but as you know i wanted the time machine and i tried him once more as he turned off like the others my temper got the better of me in three strides i was after him had him by the loose part of his robe round the neck and began dragging him towards the sphinx then i saw the horror and repugnance of his face and all of a sudden i let him go but i was not beaten yet i banged with my fist at the bronze panels i thought i heard something stir insideto be explicit i thought i heard a sound like a chucklebut i must have been mistaken then i got a big pebble from the river and came and hammered till i had flattened a coil in the decorations and the verdigris came off in powdery flakes the delicate little people must have heard me hammering in gusty outbreaks a mile away on either hand but nothing came of it i saw a crowd of them upon the slopes looking furtively at me at last hot and tired i sat down to watch the place but i was too restless to watch long i am too occidental for a long vigil i could work at a problem for years but to wait inactive for twenty four hoursthat is another matter i got up after a time and began walking aimlessly through the bushes towards the hill again patience said i to myself if you want your machine again you must leave that sphinx alone if they mean to take your machine away its little good your wrecking their bronze panels and if they dont you will get it back as soon as you can ask for it to sit among all those unknown things before a puzzle like that is hopeless that way lies monomania face this world learn its ways watch it be careful of too hasty guesses at its meaning in the end you will find clues to it all then suddenly the humour of the situation came into my mind the thought of the years i had spent in study and toil to get into the future age and now my passion of anxiety to get out of it i had made myself the most complicated and the most hopeless trap that ever a man devised although it was at my own expense i could not help myself i laughed aloud going through the big palace it seemed to me that the little people avoided me it may have been my fancy or" "2335" "1895" "Heat-Rhetoric" "me at last hot and tired i" "them upon the slopes looking furtively at me at last hot and tired i sat down to watch the place but" "2018-01-22" "13" "07" "802701"
"84" "Wells_1895_The-Time-Machine_07" "7" "warm" "281" "12.03426124197" "light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of my reach my breath came with pain i suppose i covered the whole distance from the hill crest to the little lawn two miles perhaps in ten minutes and i am not a young man i cursed aloud as i ran at my confident folly in leaving the machine wasting good breath thereby i cried aloud and none answered not a creature seemed to be stirring in that moonlit world when i reached the lawn my worst fears were realised not a trace of the thing was to be seen i felt faint and cold when i faced the empty space among the black tangle of bushes i ran round it furiously as if the thing might be hidden in a corner and then stopped abruptly with my hands clutching my hair above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery of my dismay i might have consoled myself by imagining the little people had put the mechanism in some shelter for me had i not felt assured" "2335" "1895" "Heat-Rhetoric" "on with a warm trickle down my" "the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i" "2018-01-22" "23" "07" "802701"
"85" "Wells_1895_The-Time-Machine_07" "7" "bright" "37" "1.58458244111349" "vii a sudden shock as i stood there musing over this too perfect triumph of man the full moon yellow and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin" "2335" "1895" "Light-Rhetoric" "north east the bright little figures ceased" "an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl" "2018-01-22" "24" "07" "802701"
"86" "Wells_1895_The-Time-Machine_07" "7" "dai" "1075" "46.0385438972163" "must have been very queer to them some laughed most of them looked sorely frightened when i saw them standing round me it came into my head that i was doing as foolish a thing as it was possible for me to do under the circumstances in trying to revive the sensation of fear for reasoning from their daylight behaviour i thought that fear must be forgotten abruptly i dashed down the match and knocking one of the people over in my course went blundering across the big dining hall again out under the moonlight i heard cries of terror and their little feet running and stumbling this way and that i do not remember all i did as the moon crept up the sky i suppose it was the unexpected nature of my loss that maddened me i felt hopelessly cut off from my own kinda strange animal in an unknown world i must have raved to and fro screaming and crying upon god and fate i have a memory of horrible fatigue as the long night of despair wore away of looking in this impossible place and that of groping among moonlit ruins and touching strange creatures in the black shadows at last of lying on the ground near the sphinx and weeping with absolute wretchedness even anger at the folly of leaving the machine having leaked away with my strength i had nothing left but misery then i slept and when i woke again it was full day and a couple of sparrows were hopping round me on the turf within reach of my arm i sat up in the freshness of the morning trying to remember how i had got there and why i had such a profound sense of desertion and despair then things came clear in my mind with the plain reasonable daylight i could look my circumstances fairly in the face i saw the wild folly of my frenzy overnight and i could reason with myself suppose the worst i said suppose the machine altogether lostperhaps destroyed it behoves me to be calm and patient to learn the way of the people to get a clear idea of the method of my loss and the means of getting materials and tools so that in the end perhaps i may make another that would be my only hope a poor hope perhaps but better than despair and after all it was a beautiful and curious world but probably the machine had only been taken away still i must be calm and patient find its hiding place and recover it by force or cunning and with that i scrambled to my feet and looked about me wondering where i could bathe i felt weary stiff and travel soiled the freshness of the morning made me desire an equal freshness i had exhausted my emotion indeed as i went about my business i found myself wondering at my intense excitement overnight i made a careful examination of" "2335" "1895" "Light-Rhetoric" "it was full day and a couple" "i slept and when i woke again it was full day and a couple of sparrows were hopping round me on" "2018-01-22" "25" "07" "802701"
"87" "Wells_1895_The-Time-Machine_07" "7" "dai" "2187" "93.661670235546" "got up after a time and began walking aimlessly through the bushes towards the hill again patience said i to myself if you want your machine again you must leave that sphinx alone if they mean to take your machine away its little good your wrecking their bronze panels and if they dont you will get it back as soon as you can ask for it to sit among all those unknown things before a puzzle like that is hopeless that way lies monomania face this world learn its ways watch it be careful of too hasty guesses at its meaning in the end you will find clues to it all then suddenly the humour of the situation came into my mind the thought of the years i had spent in study and toil to get into the future age and now my passion of anxiety to get out of it i had made myself the most complicated and the most hopeless trap that ever a man devised although it was at my own expense i could not help myself i laughed aloud going through the big palace it seemed to me that the little people avoided me it may have been my fancy or it may have had something to do with my hammering at the gates of bronze yet i felt tolerably sure of the avoidance i was careful however to show no concern and to abstain from any pursuit of them and in the course of a day or two things got back to the old footing i made what progress i could in the language and in addition i pushed my explorations here and there either i missed some subtle point or their language was excessively simplealmost exclusively composed of concrete substantives and verbs there seemed to be few if any abstract terms or little use of figurative language their sentences were usually simple and of two words and i failed to convey or understand any but the simplest propositions i determined to put the thought of my time machine and the mystery of the bronze doors under the sphinx as much as possible in a corner of memory until my growing knowledge would lead me back to them in a natural way yet a certain feeling you may understand tethered me in a circle of a few miles round the point of my arrival NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA" "2335" "1895" "Light-Rhetoric" "course of a day or two things" "any pursuit of them and in the course of a day or two things got back to the old footing i" "2018-01-22" "25" "07" "802701"
"88" "Wells_1895_The-Time-Machine_07" "7" "light" "31" "1.32762312633833" "vii a sudden shock as i stood there musing over this too perfect triumph of man the full moon yellow and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm" "2335" "1895" "Light-Rhetoric" "overflow of silver light in the north" "and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to" "2018-01-22" "27" "07" "802701"
"89" "Wells_1895_The-Time-Machine_07" "7" "light" "97" "4.1541755888651" "vii a sudden shock as i stood there musing over this too perfect triumph of man the full moon yellow and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of" "2335" "1895" "Light-Rhetoric" "distinct as the light of the rising" "sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the" "2018-01-22" "27" "07" "802701"
"90" "Wells_1895_The-Time-Machine_07" "7" "light" "123" "5.26766595289079" "vii a sudden shock as i stood there musing over this too perfect triumph of man the full moon yellow and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of my reach my breath came with pain i suppose i covered the whole distance from the hill crest to the little lawn two miles perhaps in" "2335" "1895" "Light-Rhetoric" "in the pale light and there was" "was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the" "2018-01-22" "27" "07" "802701"
"91" "Wells_1895_The-Time-Machine_07" "7" "light" "494" "21.1563169164882" "a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of my reach my breath came with pain i suppose i covered the whole distance from the hill crest to the little lawn two miles perhaps in ten minutes and i am not a young man i cursed aloud as i ran at my confident folly in leaving the machine wasting good breath thereby i cried aloud and none answered not a creature seemed to be stirring in that moonlit world when i reached the lawn my worst fears were realised not a trace of the thing was to be seen i felt faint and cold when i faced the empty space among the black tangle of bushes i ran round it furiously as if the thing might be hidden in a corner and then stopped abruptly with my hands clutching my hair above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery of my dismay i might have consoled myself by imagining the little people had put the mechanism in some shelter for me had i not felt assured of their physical and intellectual inadequacy that is what dismayed me the sense of some hitherto unsuspected power through whose intervention my invention had vanished yet for one thing i felt assured unless some other age had produced its exact duplicate the machine could not have moved in time the attachment of the leversi will show you the method laterprevented anyone from tampering with it in that way when they were removed it had moved and was hid only in space but then where could it be i think i must have had a kind of frenzy i remember running violently in and out among the moonlit bushes all round the sphinx and startling some white animal that in the dim light i took for a small deer i remember too late that night beating the bushes with my clenched fist until my knuckles were gashed and bleeding from the broken twigs then sobbing and raving in my anguish of mind i went down to the great building of stone the big hall was dark silent and deserted i slipped on the uneven floor and fell over one of the malachite tables almost breaking my shin i lit a match and went on past the dusty curtains of which i have told you" "2335" "1895" "Light-Rhetoric" "leprous in the light of the rising" "sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery" "2018-01-22" "27" "07" "802701"
"92" "Wells_1895_The-Time-Machine_07" "7" "light" "653" "27.96573875803" "aloud and none answered not a creature seemed to be stirring in that moonlit world when i reached the lawn my worst fears were realised not a trace of the thing was to be seen i felt faint and cold when i faced the empty space among the black tangle of bushes i ran round it furiously as if the thing might be hidden in a corner and then stopped abruptly with my hands clutching my hair above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery of my dismay i might have consoled myself by imagining the little people had put the mechanism in some shelter for me had i not felt assured of their physical and intellectual inadequacy that is what dismayed me the sense of some hitherto unsuspected power through whose intervention my invention had vanished yet for one thing i felt assured unless some other age had produced its exact duplicate the machine could not have moved in time the attachment of the leversi will show you the method laterprevented anyone from tampering with it in that way when they were removed it had moved and was hid only in space but then where could it be i think i must have had a kind of frenzy i remember running violently in and out among the moonlit bushes all round the sphinx and startling some white animal that in the dim light i took for a small deer i remember too late that night beating the bushes with my clenched fist until my knuckles were gashed and bleeding from the broken twigs then sobbing and raving in my anguish of mind i went down to the great building of stone the big hall was dark silent and deserted i slipped on the uneven floor and fell over one of the malachite tables almost breaking my shin i lit a match and went on past the dusty curtains of which i have told you there i found a second great hall covered with cushions upon which perhaps a score or so of the little people were sleeping i have no doubt they found my second appearance strange enough coming suddenly out of the quiet darkness with inarticulate noises and the splutter and flare of a match for they had forgotten about matches where is my time machine i began bawling like an angry child laying hands upon them and shaking them up together it must have been very queer to them some laughed most of them looked sorely frightened when i saw them standing round me it came into my head that i was doing as foolish a thing as it was possible for me to do under the circumstances in trying to revive the sensation of fear for reasoning from their daylight behaviour i thought that fear must be forgotten abruptly i dashed down the match and knocking one of the people" "2335" "1895" "Light-Rhetoric" "in the dim light i took for" "sphinx and startling some white animal that in the dim light i took for a small deer i remember too late" "2018-01-22" "27" "07" "802701"
"93" "Wells_1895_The-Time-Machine_07" "7" "shine" "490" "20.9850107066381" "moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of my reach my breath came with pain i suppose i covered the whole distance from the hill crest to the little lawn two miles perhaps in ten minutes and i am not a young man i cursed aloud as i ran at my confident folly in leaving the machine wasting good breath thereby i cried aloud and none answered not a creature seemed to be stirring in that moonlit world when i reached the lawn my worst fears were realised not a trace of the thing was to be seen i felt faint and cold when i faced the empty space among the black tangle of bushes i ran round it furiously as if the thing might be hidden in a corner and then stopped abruptly with my hands clutching my hair above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery of my dismay i might have consoled myself by imagining the little people had put the mechanism in some shelter for me had i not felt assured of their physical and intellectual inadequacy that is what dismayed me the sense of some hitherto unsuspected power through whose intervention my invention had vanished yet for one thing i felt assured unless some other age had produced its exact duplicate the machine could not have moved in time the attachment of the leversi will show you the method laterprevented anyone from tampering with it in that way when they were removed it had moved and was hid only in space but then where could it be i think i must have had a kind of frenzy i remember running violently in and out among the moonlit bushes all round the sphinx and startling some white animal that in the dim light i took for a small deer i remember too late that night beating the bushes with my clenched fist until my knuckles were gashed and bleeding from the broken twigs then sobbing and raving in my anguish of mind i went down to the great building of stone the big hall was dark silent and deserted i slipped on the uneven floor and fell over one of the malachite tables almost breaking my shin i lit a match and went on past the dusty curtains of which" "2335" "1895" "Light-Rhetoric" "bronze pedestal white shining leprous in the" "above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed" "2018-01-22" "31" "07" "802701"
"94" "Wells_1895_The-Time-Machine_07" "7" "chill" "55" "2.35546038543897" "vii a sudden shock as i stood there musing over this too perfect triumph of man the full moon yellow and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it" "2335" "1895" "Cold-Rhetoric" "shivered with the chill of the night" "a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where" "2018-01-22" "34" "07" "802701"
"95" "Wells_1895_The-Time-Machine_07" "7" "chill" "139" "5.95289079229122" "vii a sudden shock as i stood there musing over this too perfect triumph of man the full moon yellow and gibbous came up out of an overflow of silver light in the north east the bright little figures ceased to move about below a noiseless owl flitted by and i shivered with the chill of the night i determined to descend and find where i could sleep i looked for the building i knew then my eye travelled along to the figure of the white sphinx upon the pedestal of bronze growing distinct as the light of the rising moon grew brighter i could see the silver birch against it there was the tangle of rhododendron bushes black in the pale light and there was the little lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was not the lawn but it _was_ the lawn for the white leprous face of the sphinx was towards it can you imagine what i felt as this conviction came home to me but you cannot the time machine was gone at once like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of my reach my breath came with pain i suppose i covered the whole distance from the hill crest to the little lawn two miles perhaps in ten minutes and i am not a young man i cursed aloud as i ran at" "2335" "1895" "Cold-Rhetoric" "a queer doubt chilled my complacency no" "lawn i looked at the lawn again a queer doubt chilled my complacency no said i stoutly to myself that was" "2018-01-22" "34" "07" "802701"
"96" "Wells_1895_The-Time-Machine_07" "7" "cold" "442" "18.9293361884368" "like a lash across the face came the possibility of losing my own age of being left helpless in this strange new world the bare thought of it was an actual physical sensation i could feel it grip me at the throat and stop my breathing in another moment i was in a passion of fear and running with great leaping strides down the slope once i fell headlong and cut my face i lost no time in stanching the blood but jumped up and ran on with a warm trickle down my cheek and chin all the time i ran i was saying to myself they have moved it a little pushed it under the bushes out of the way nevertheless i ran with all my might all the time with the certainty that sometimes comes with excessive dread i knew that such assurance was folly knew instinctively that the machine was removed out of my reach my breath came with pain i suppose i covered the whole distance from the hill crest to the little lawn two miles perhaps in ten minutes and i am not a young man i cursed aloud as i ran at my confident folly in leaving the machine wasting good breath thereby i cried aloud and none answered not a creature seemed to be stirring in that moonlit world when i reached the lawn my worst fears were realised not a trace of the thing was to be seen i felt faint and cold when i faced the empty space among the black tangle of bushes i ran round it furiously as if the thing might be hidden in a corner and then stopped abruptly with my hands clutching my hair above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery of my dismay i might have consoled myself by imagining the little people had put the mechanism in some shelter for me had i not felt assured of their physical and intellectual inadequacy that is what dismayed me the sense of some hitherto unsuspected power through whose intervention my invention had vanished yet for one thing i felt assured unless some other age had produced its exact duplicate the machine could not have moved in time the attachment of the leversi will show you the method laterprevented anyone from tampering with it in that way when they were removed it had moved and was hid only in space but then where could it be i think i must have had a kind of frenzy i remember running violently in and out among the moonlit bushes all round the sphinx and startling some white animal that in the dim light i took for a small deer i remember too late that night beating the bushes with my clenched fist until my knuckles were gashed and bleeding from the broken twigs then sobbing and raving in my anguish of mind" "2335" "1895" "Cold-Rhetoric" "felt faint and cold when i faced" "the thing was to be seen i felt faint and cold when i faced the empty space among the black tangle" "2018-01-22" "35" "07" "802701"
"97" "Wells_1895_The-Time-Machine_07" "7" "dark" "706" "30.2355460385439" "ran round it furiously as if the thing might be hidden in a corner and then stopped abruptly with my hands clutching my hair above me towered the sphinx upon the bronze pedestal white shining leprous in the light of the rising moon it seemed to smile in mockery of my dismay i might have consoled myself by imagining the little people had put the mechanism in some shelter for me had i not felt assured of their physical and intellectual inadequacy that is what dismayed me the sense of some hitherto unsuspected power through whose intervention my invention had vanished yet for one thing i felt assured unless some other age had produced its exact duplicate the machine could not have moved in time the attachment of the leversi will show you the method laterprevented anyone from tampering with it in that way when they were removed it had moved and was hid only in space but then where could it be i think i must have had a kind of frenzy i remember running violently in and out among the moonlit bushes all round the sphinx and startling some white animal that in the dim light i took for a small deer i remember too late that night beating the bushes with my clenched fist until my knuckles were gashed and bleeding from the broken twigs then sobbing and raving in my anguish of mind i went down to the great building of stone the big hall was dark silent and deserted i slipped on the uneven floor and fell over one of the malachite tables almost breaking my shin i lit a match and went on past the dusty curtains of which i have told you there i found a second great hall covered with cushions upon which perhaps a score or so of the little people were sleeping i have no doubt they found my second appearance strange enough coming suddenly out of the quiet darkness with inarticulate noises and the splutter and flare of a match for they had forgotten about matches where is my time machine i began bawling like an angry child laying hands upon them and shaking them up together it must have been very queer to them some laughed most of them looked sorely frightened when i saw them standing round me it came into my head that i was doing as foolish a thing as it was possible for me to do under the circumstances in trying to revive the sensation of fear for reasoning from their daylight behaviour i thought that fear must be forgotten abruptly i dashed down the match and knocking one of the people over in my course went blundering across the big dining hall again out under the moonlight i heard cries of terror and their little feet running and stumbling this way and that i do not remember all i did as the moon crept up the sky i suppose it was the unexpected nature" "2335" "1895" "Dark-Rhetoric" "big hall was dark silent and deserted" "to the great building of stone the big hall was dark silent and deserted i slipped on the uneven floor and" "2018-01-22" "46" "07" "802701"
